"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1"
1986,32,0.935,0.946,1.011,0.62,0.764,1.232,0.849,0.865,1.019,0.784,0.775,0.988,0.119,0.203,1.701,NA,NA,NA,0.44,0.255,1.726,0.353,0.314,1.124,29840,17626,1.693,0.614,0.433,1.419,0.68,0.729,0.933,0.887,0.74,1.198,0.329,0.345,0.955,0.309,0.609,0.507,0.362,0.046,7.896,0.292,0.48,1.643,NA,NA,NA,NA,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,33,0.951,0.958,1.008,0.635,0.772,1.214,0.928,0.953,1.027,0.726,0.706,0.972,0.151,0.193,1.279,NA,NA,NA,0.357,0.734,0.486,0.331,0.196,1.69,30300,36034,0.841,0.718,0.489,1.469,0.7,0.804,0.87,0.939,1,0.939,0.391,0.352,1.111,0.176,0.469,0.375,0.433,0.179,2.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,34,0.95,0.949,0.998,0.52,0.743,1.43,0.902,0.933,1.034,0.713,0.745,1.045,0.168,0.233,1.39,NA,NA,NA,0.406,0.305,1.333,0.404,0.41,0.987,40000,24100,1.66,0.782,0.415,1.885,0.62,0.643,0.965,0.954,0.79,1.208,0.407,0.364,1.118,0.178,0.515,0.345,0.415,0.121,3.433,0.334,0.437,1.31,NA,NA,NA,NA,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,35,0.916,0.903,0.985,0.508,0.703,1.382,0.802,0.828,1.033,0.709,0.73,1.029,0.145,0.194,1.336,NA,NA,NA,0.516,0.263,1.957,0.388,0.504,0.769,30014,16712,1.796,0.718,0.667,1.076,0.633,0.577,1.098,0.937,0.692,1.353,0.426,0.417,1.021,0.166,0.491,0.337,0.408,0.092,4.446,0.362,0.515,1.42,NA,NA,NA,NA,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,36,0.938,0.918,0.979,0.481,0.701,1.459,0.824,0.861,1.045,0.703,0.709,1.009,0.163,0.224,1.373,NA,NA,NA,0.414,0.301,1.378,0.439,0.512,0.857,32042,17292,1.853,0.681,0.266,2.564,0.595,0.55,1.082,0.907,0.676,1.343,0.404,0.368,1.098,0.229,0.528,0.433,0.367,0.104,3.543,0.463,0.533,1.151,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,37,0.935,0.946,1.012,0.559,0.719,1.285,0.844,0.872,1.034,0.663,0.632,0.953,0.124,0.163,1.321,NA,NA,NA,0.357,0.223,1.602,0.382,0.471,0.811,28000,15536,1.802,0.76,0.56,1.356,0.646,0.593,1.089,0.916,0.654,1.399,0.346,0.296,1.17,0.129,0.468,0.276,0.525,0.236,2.223,0.423,0.487,1.15,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,38,0.932,0.903,0.97,0.565,0.771,1.364,0.836,0.847,1.013,0.768,0.703,0.916,0.129,0.161,1.241,NA,NA,NA,0.442,0.275,1.607,0.379,0.608,0.624,25660,15968,1.607,0.75,0.624,1.202,0.669,0.471,1.42,0.849,0.646,1.314,0.339,0.323,1.052,0.104,0.595,0.175,0.556,0.082,6.792,0.57,0.76,1.334,NA,NA,NA,NA,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,39,0.94,0.904,0.963,0.533,0.725,1.361,0.86,0.884,1.028,0.716,0.706,0.986,0.113,0.161,1.427,NA,NA,NA,0.325,0.328,0.99,0.412,0.521,0.79,29385,18556,1.584,0.759,0.521,1.456,0.631,0.576,1.096,0.893,0.712,1.255,0.342,0.314,1.088,0.175,0.556,0.314,0.483,0.13,3.716,0.53,0.519,0.98,NA,NA,NA,NA,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,40,0.918,0.91,0.991,0.57,0.735,1.29,0.823,0.857,1.041,0.74,0.702,0.949,0.127,0.18,1.415,NA,NA,NA,0.387,0.286,1.356,0.397,0.442,0.899,26910,15700,1.714,0.73,0.464,1.573,0.647,0.652,0.993,0.878,0.678,1.296,0.356,0.339,1.051,0.147,0.563,0.26,0.497,0.098,5.07,0.338,0.534,1.581,NA,NA,NA,NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,41,0.895,0.879,0.983,0.563,0.681,1.209,0.866,0.897,1.036,0.787,0.774,0.983,0.152,0.196,1.291,NA,NA,NA,0.463,0.502,0.922,0.45,0.452,0.996,27959,19101,1.464,0.71,0.471,1.507,0.619,0.63,0.982,0.895,0.731,1.224,0.35,0.324,1.081,0.155,0.55,0.282,0.494,0.126,3.931,0.596,0.675,1.133,NA,NA,NA,NA,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,42,0.937,0.907,0.968,0.496,0.707,1.423,0.882,0.909,1.031,0.728,0.724,0.995,0.12,0.167,1.401,NA,NA,NA,0.298,0.253,1.175,0.435,0.592,0.734,28779,17000,1.693,0.79,0.58,1.363,0.612,0.462,1.324,0.913,0.744,1.227,0.351,0.35,1.002,0.175,0.527,0.331,0.475,0.123,3.854,0.557,0.483,0.867,NA,NA,NA,NA,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,44,0.967,0.96,0.993,0.578,0.72,1.246,0.896,0.926,1.034,0.651,0.651,1,0.141,0.189,1.337,NA,NA,NA,0.337,0.241,1.399,0.376,0.453,0.831,30510,16315,1.87,0.707,0.619,1.143,0.647,0.561,1.153,0.918,0.774,1.186,0.39,0.333,1.17,0.186,0.466,0.399,0.425,0.201,2.107,0.422,0.551,1.307,NA,NA,NA,NA,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,45,0.899,0.957,1.065,0.517,0.708,1.368,0.823,0.876,1.064,0.651,0.612,0.941,0.105,0.142,1.352,NA,NA,NA,0.346,0.167,2.066,0.406,0.504,0.805,29816,15000,1.988,0.823,0.629,1.308,0.617,0.575,1.073,0.932,0.66,1.413,0.329,0.297,1.107,0.131,0.443,0.296,0.54,0.26,2.078,0.447,0.431,0.964,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,46,0.943,0.933,0.989,0.561,0.755,1.347,0.821,0.833,1.015,0.735,0.71,0.965,0.121,0.162,1.341,NA,NA,NA,0.367,0.253,1.449,0.371,0.573,0.647,23000,14236,1.616,0.743,0.374,1.986,0.665,0.508,1.31,0.846,0.549,1.543,0.308,0.324,0.952,0.161,0.514,0.313,0.531,0.163,3.263,0.579,0.676,1.169,NA,NA,NA,NA,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,47,0.884,0.919,1.039,0.515,0.694,1.346,0.798,0.841,1.054,0.571,0.587,1.028,0.097,0.147,1.512,NA,NA,NA,0.274,0.268,1.022,0.45,0.488,0.924,21802,15473,1.409,0.753,0.447,1.685,0.603,0.575,1.049,0.856,0.665,1.287,0.299,0.271,1.101,0.155,0.495,0.313,0.546,0.234,2.335,0.498,0.451,0.906,NA,NA,NA,NA,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,48,0.924,0.907,0.982,0.545,0.756,1.386,0.83,0.852,1.027,0.675,0.665,0.984,0.127,0.189,1.484,NA,NA,NA,0.467,0.205,2.276,0.379,0.454,0.834,32219,17616,1.829,0.693,0.541,1.281,0.661,0.622,1.064,0.925,0.707,1.31,0.374,0.367,1.019,0.162,0.555,0.293,0.464,0.078,5.915,0.432,0.426,0.986,NA,NA,NA,NA,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,49,0.92,0.954,1.036,0.56,0.742,1.324,0.884,0.899,1.017,0.813,0.812,1,0.137,0.217,1.586,NA,NA,NA,0.512,0.296,1.731,0.38,0.507,0.75,28040,22150,1.266,0.722,0.387,1.869,0.656,0.553,1.186,0.898,0.804,1.117,0.445,0.34,1.31,0.186,0.569,0.326,0.369,0.092,4.03,0.345,0.522,1.513,NA,NA,NA,NA,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,50,0.954,0.941,0.987,0.619,0.77,1.243,0.903,0.914,1.012,0.813,0.756,0.93,0.224,0.21,0.937,NA,NA,NA,0.424,0.813,0.522,0.342,0.352,0.97,28350,34398,0.824,0.739,0.555,1.33,0.695,0.648,1.074,0.909,0.897,1.013,0.439,0.415,1.058,0.153,0.435,0.352,0.408,0.151,2.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,51,0.963,0.947,0.983,0.549,0.744,1.354,0.882,0.918,1.041,0.687,0.67,0.975,0.165,0.233,1.407,NA,NA,NA,0.417,0.252,1.654,0.381,0.373,1.024,35400,20400,1.735,0.798,0.516,1.545,0.634,0.679,0.933,0.934,0.774,1.206,0.383,0.353,1.085,0.163,0.502,0.326,0.453,0.145,3.124,0.438,0.394,0.899,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,53,0.875,0.916,1.047,0.55,0.749,1.361,0.854,0.906,1.061,0.809,0.802,0.992,0.183,0.213,1.161,NA,NA,NA,0.47,0.367,1.278,0.407,0.452,0.9,29260,21473,1.363,0.688,0.426,1.613,0.647,0.647,1.001,0.899,0.739,1.217,0.363,0.366,0.991,0.186,0.51,0.364,0.452,0.124,3.645,0.336,0.533,1.584,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,54,0.907,0.852,0.939,0.348,0.598,1.719,0.764,0.791,1.036,0.571,0.608,1.065,0.064,0.102,1.598,NA,NA,NA,0.205,0.177,1.157,0.595,0.583,1.021,18266,18030,1.013,0.8,0.703,1.139,0.461,0.522,0.884,0.778,0.742,1.048,0.279,0.286,0.975,0.126,0.647,0.194,0.595,0.067,8.827,0.284,0.416,1.465,NA,NA,NA,NA,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,55,0.947,0.905,0.955,0.55,0.723,1.314,0.885,0.884,0.999,0.753,0.717,0.952,0.153,0.165,1.078,NA,NA,NA,0.351,0.308,1.139,0.404,0.55,0.736,28650,13740,2.085,0.735,0.283,2.592,0.639,0.57,1.121,0.911,0.581,1.568,0.335,0.325,1.031,0.147,0.507,0.29,0.518,0.168,3.08,0.49,0.541,1.105,NA,NA,NA,NA,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,56,0.899,0.898,0.999,0.568,0.767,1.349,0.87,0.89,1.024,0.769,0.764,0.995,0.152,0.143,0.946,NA,NA,NA,0.437,0.248,1.761,0.392,0.469,0.836,29571,17603,1.68,0.778,0.57,1.365,0.668,0.656,1.018,0.893,0.731,1.222,0.32,0.322,0.997,0.131,0.578,0.227,0.548,0.1,5.463,0.313,0.56,1.788,NA,NA,NA,NA,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,1,0.896,0.932,1.041,0.495,0.692,1.397,0.739,0.787,1.066,0.624,0.596,0.955,0.101,0.139,1.371,NA,NA,NA,0.296,0.255,1.163,0.442,0.521,0.848,27000,10449,2.584,0.755,0.539,1.4,0.598,0.552,1.083,0.865,0.501,1.726,0.331,0.257,1.287,0.121,0.561,0.215,0.548,0.182,3.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,2,0.889,0.834,0.938,0.619,0.743,1.201,0.871,0.9,1.033,0.806,0.751,0.932,0.187,0.208,1.108,NA,NA,NA,0.523,0.223,2.34,0.343,0.571,0.601,39568,23484,1.685,0.632,0.642,0.985,0.722,0.554,1.305,0.928,0.77,1.206,0.387,0.412,0.939,0.178,0.518,0.343,0.435,0.069,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,4,0.957,0.923,0.965,0.511,0.722,1.411,0.845,0.869,1.029,0.75,0.756,1.008,0.152,0.194,1.277,NA,NA,NA,0.513,0.249,2.06,0.411,0.449,0.914,31980,20000,1.599,0.71,0.6,1.183,0.609,0.629,0.967,0.899,0.743,1.21,0.414,0.42,0.986,0.158,0.455,0.347,0.428,0.125,3.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,5,0.905,0.909,1.005,0.476,0.637,1.339,0.762,0.814,1.067,0.615,0.615,1,0.081,0.128,1.589,NA,NA,NA,0.297,0.104,2.846,0.473,0.608,0.777,23316,11196,2.083,0.777,0.526,1.477,0.572,0.466,1.227,0.849,0.528,1.609,0.304,0.266,1.146,0.127,0.547,0.232,0.568,0.187,3.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,6,0.938,0.931,0.993,0.555,0.747,1.346,0.863,0.882,1.021,0.744,0.729,0.98,0.173,0.224,1.293,NA,NA,NA,0.533,0.336,1.586,0.376,0.418,0.9,37254,25000,1.49,0.631,0.431,1.464,0.653,0.64,1.021,0.92,0.797,1.155,0.413,0.384,1.077,0.171,0.492,0.348,0.416,0.124,3.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,8,0.905,0.88,0.973,0.597,0.772,1.294,0.841,0.891,1.06,0.772,0.779,1.009,0.186,0.262,1.409,NA,NA,NA,0.509,0.242,2.101,0.369,0.501,0.737,31931,23000,1.388,0.68,0.525,1.294,0.688,0.634,1.086,0.903,0.691,1.307,0.467,0.389,1.201,0.164,0.51,0.322,0.369,0.101,3.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,9,0.957,0.97,1.014,0.578,0.787,1.363,0.923,0.96,1.041,0.767,0.768,1.002,0.19,0.28,1.474,NA,NA,NA,0.451,0.272,1.656,0.339,0.433,0.783,40806,24744,1.649,0.749,0.261,2.874,0.681,0.621,1.097,0.963,0.764,1.261,0.466,0.403,1.156,0.156,0.48,0.326,0.378,0.117,3.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,10,0.953,0.97,1.018,0.588,0.723,1.23,0.853,0.9,1.056,0.75,0.77,1.027,0.142,0.213,1.506,NA,NA,NA,0.392,0.248,1.581,0.362,0.408,0.885,33000,16000,2.062,0.79,0.516,1.531,0.654,0.645,1.014,0.91,0.734,1.241,0.409,0.348,1.177,0.212,0.547,0.388,0.379,0.106,3.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,11,0.964,0.915,0.949,0.657,0.718,1.092,0.859,0.888,1.034,0.751,0.721,0.96,0.273,0.287,1.051,NA,NA,NA,0.83,0.34,2.441,0.27,0.386,0.7,49700,24980,1.99,0.492,0.37,1.327,0.741,0.663,1.119,0.961,0.842,1.142,0.447,0.426,1.05,0.328,0.549,0.598,0.224,0.025,9.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,12,0.944,0.947,1.003,0.521,0.7,1.345,0.875,0.897,1.025,0.741,0.728,0.983,0.134,0.205,1.528,NA,NA,NA,0.419,0.291,1.437,0.435,0.393,1.106,28512,21600,1.32,0.735,0.552,1.33,0.59,0.655,0.901,0.929,0.769,1.208,0.388,0.364,1.065,0.18,0.536,0.335,0.432,0.1,4.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,13,0.901,0.956,1.061,0.578,0.759,1.312,0.821,0.891,1.085,0.672,0.691,1.028,0.137,0.191,1.389,NA,NA,NA,0.395,0.224,1.761,0.36,0.435,0.827,34100,17854,1.91,0.706,0.526,1.343,0.668,0.643,1.039,0.938,0.689,1.363,0.366,0.299,1.225,0.163,0.548,0.298,0.471,0.153,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,15,0.978,0.935,0.956,0.615,0.709,1.154,0.872,0.914,1.047,0.752,0.755,1.004,0.191,0.202,1.059,NA,NA,NA,0.522,0.38,1.374,0.355,0.356,0.996,28100,36600,0.768,0.404,0.58,0.696,0.661,0.662,0.999,0.87,0.903,0.964,0.393,0.372,1.057,0.24,0.575,0.418,0.366,0.054,6.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,16,0.912,0.891,0.977,0.546,0.704,1.288,0.8,0.83,1.038,0.759,0.727,0.959,0.107,0.156,1.456,NA,NA,NA,0.396,0.296,1.339,0.431,0.537,0.803,23769,12768,1.862,0.767,0.454,1.692,0.625,0.618,1.011,0.83,0.6,1.383,0.299,0.31,0.963,0.125,0.509,0.246,0.576,0.181,3.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,17,0.928,0.904,0.973,0.527,0.742,1.41,0.846,0.89,1.052,0.72,0.729,1.012,0.151,0.201,1.325,NA,NA,NA,0.42,0.334,1.258,0.401,0.511,0.785,33350,20122,1.657,0.743,0.445,1.67,0.643,0.571,1.126,0.92,0.694,1.325,0.368,0.345,1.065,0.177,0.55,0.321,0.456,0.105,4.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,18,0.933,0.922,0.988,0.573,0.73,1.274,0.86,0.887,1.031,0.742,0.712,0.959,0.102,0.141,1.378,NA,NA,NA,0.298,0.324,0.922,0.391,0.461,0.849,27583,20620,1.338,0.766,0.464,1.651,0.645,0.665,0.97,0.889,0.731,1.216,0.297,0.312,0.951,0.158,0.546,0.29,0.545,0.142,3.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,19,0.94,0.931,0.99,0.585,0.767,1.312,0.859,0.883,1.028,0.773,0.746,0.965,0.107,0.157,1.462,NA,NA,NA,0.341,0.427,0.799,0.366,0.537,0.681,25695,25954,0.99,0.686,0.554,1.238,0.675,0.589,1.145,0.875,0.748,1.17,0.317,0.326,0.972,0.109,0.546,0.199,0.574,0.128,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,20,0.929,0.95,1.022,0.582,0.762,1.31,0.868,0.912,1.051,0.785,0.797,1.015,0.16,0.232,1.447,NA,NA,NA,0.443,0.327,1.356,0.358,0.504,0.711,28653,15130,1.894,0.74,0.448,1.649,0.678,0.557,1.218,0.914,0.664,1.378,0.385,0.314,1.227,0.129,0.564,0.228,0.487,0.123,3.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,21,0.904,0.868,0.96,0.472,0.699,1.482,0.811,0.836,1.031,0.619,0.632,1.022,0.113,0.123,1.092,NA,NA,NA,0.295,0.217,1.357,0.479,0.576,0.833,23293,17140,1.359,0.773,0.655,1.18,0.579,0.566,1.023,0.835,0.711,1.175,0.291,0.326,0.892,0.126,0.499,0.253,0.582,0.175,3.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,22,0.87,0.873,1.004,0.473,0.698,1.475,0.74,0.823,1.112,0.645,0.678,1.052,0.106,0.181,1.714,NA,NA,NA,0.362,0.25,1.449,0.439,0.629,0.699,32136,13195,2.435,0.795,0.517,1.538,0.612,0.502,1.218,0.876,0.566,1.549,0.394,0.369,1.067,0.15,0.528,0.285,0.456,0.103,4.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,23,0.949,0.946,0.997,0.498,0.71,1.426,0.878,0.919,1.047,0.752,0.716,0.953,0.124,0.156,1.255,NA,NA,NA,0.34,0.308,1.105,0.426,0.498,0.856,27185,24722,1.1,0.787,0.565,1.393,0.602,0.571,1.055,0.897,1,0.897,0.33,0.296,1.115,0.146,0.515,0.284,0.524,0.189,2.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,24,0.957,0.957,1,0.605,0.769,1.271,0.899,0.918,1.02,0.744,0.745,1.002,0.174,0.254,1.465,NA,NA,NA,0.437,0.309,1.414,0.327,0.393,0.833,39750,24000,1.656,0.74,0.473,1.564,0.686,0.673,1.019,0.945,0.808,1.169,0.467,0.334,1.401,0.179,0.566,0.316,0.354,0.1,3.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,25,0.963,0.952,0.988,0.58,0.74,1.276,0.891,0.927,1.04,0.761,0.766,1.007,0.196,0.264,1.348,NA,NA,NA,0.442,0.381,1.16,0.36,0.514,0.701,37600,20206,1.861,0.706,0.241,2.926,0.665,0.533,1.248,0.932,0.673,1.384,0.441,0.408,1.08,0.191,0.487,0.392,0.368,0.105,3.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,26,0.919,0.901,0.981,0.536,0.734,1.37,0.843,0.88,1.044,0.73,0.703,0.963,0.11,0.171,1.549,NA,NA,NA,0.367,0.298,1.23,0.407,0.549,0.741,33100,21068,1.571,0.801,0.533,1.504,0.641,0.56,1.143,0.897,0.684,1.312,0.341,0.301,1.135,0.161,0.567,0.284,0.498,0.132,3.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,27,0.962,0.926,0.962,0.628,0.786,1.252,0.867,0.883,1.018,0.775,0.783,1.011,0.157,0.217,1.383,NA,NA,NA,0.378,0.438,0.862,0.333,0.387,0.861,31500,17980,1.752,0.729,0.438,1.664,0.707,0.662,1.069,0.887,0.658,1.348,0.369,0.349,1.058,0.168,0.528,0.319,0.463,0.124,3.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,28,0.903,0.897,0.994,0.473,0.704,1.487,0.706,0.764,1.083,0.629,0.603,0.958,0.117,0.136,1.154,NA,NA,NA,0.365,0.249,1.467,0.456,0.502,0.909,25000,12900,1.938,0.825,0.666,1.238,0.575,0.594,0.968,0.859,0.546,1.574,0.301,0.339,0.887,0.113,0.482,0.234,0.587,0.179,3.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
