"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1"
2004,31,0.957,0.957,1,0.676,0.784,1.159,0.895,0.91,1.017,0.861,0.82,0.952,0.216,0.198,0.917,NA,NA,NA,0.865,0.682,1.268,0.288,0.375,0.768,56700,38508,1.472,0.778,0.502,1.551,0.736,0.688,1.07,0.927,0.764,1.214,0.393,0.425,0.924,0.148,0.506,0.293,0.459,0.069,6.651,0.51,0.721,1.414,NA,NA,NA,NA,NA,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,32,0.952,0.949,0.996,0.597,0.726,1.217,0.873,0.909,1.042,0.813,0.804,0.989,0.201,0.218,1.087,NA,NA,NA,0.876,0.666,1.315,0.374,0.365,1.023,62000,39284,1.578,0.742,0.548,1.355,0.657,0.67,0.98,0.929,0.824,1.128,0.378,0.396,0.955,0.278,0.549,0.506,0.344,0.055,6.305,0.616,0.683,1.11,NA,NA,NA,NA,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,33,0.968,0.946,0.977,0.623,0.762,1.224,0.932,0.952,1.021,0.859,0.824,0.959,0.295,0.303,1.028,NA,NA,NA,0.846,0.783,1.081,0.341,0.325,1.049,69921,62000,1.128,0.782,0.545,1.436,0.688,0.717,0.959,0.947,0.873,1.084,0.48,0.513,0.936,0.16,0.4,0.401,0.359,0.087,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,34,0.947,0.939,0.991,0.585,0.734,1.254,0.902,0.926,1.027,0.824,0.823,0.999,0.276,0.326,1.18,NA,NA,NA,0.868,0.731,1.187,0.375,0.391,0.959,77045,50032,1.54,0.846,0.468,1.809,0.656,0.656,1.001,0.95,0.843,1.127,0.489,0.462,1.057,0.199,0.476,0.418,0.312,0.062,5.05,0.716,0.754,1.053,NA,NA,NA,NA,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,35,0.961,0.936,0.974,0.575,0.696,1.21,0.797,0.842,1.056,0.772,0.78,1.011,0.198,0.225,1.138,NA,NA,NA,0.89,0.683,1.303,0.389,0.405,0.96,54149,34408,1.574,0.781,0.726,1.075,0.626,0.64,0.979,0.9,0.761,1.181,0.431,0.434,0.994,0.178,0.485,0.366,0.391,0.08,4.86,0.606,0.705,1.162,NA,NA,NA,NA,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,36,0.938,0.916,0.977,0.554,0.667,1.206,0.844,0.871,1.033,0.811,0.785,0.968,0.273,0.261,0.958,NA,NA,NA,0.865,0.677,1.277,0.422,0.462,0.914,62500,38000,1.645,0.751,0.352,2.137,0.615,0.594,1.036,0.914,0.762,1.2,0.409,0.463,0.883,0.238,0.472,0.505,0.353,0.065,5.431,0.648,0.722,1.115,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,37,0.948,0.948,1,0.588,0.721,1.226,0.819,0.869,1.06,0.778,0.746,0.959,0.196,0.206,1.05,NA,NA,NA,0.81,0.661,1.225,0.37,0.398,0.929,52000,32000,1.625,0.792,0.464,1.706,0.653,0.646,1.011,0.896,0.741,1.209,0.39,0.399,0.978,0.174,0.469,0.37,0.436,0.132,3.309,0.68,0.659,0.969,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,38,0.973,0.938,0.964,0.67,0.756,1.128,0.89,0.916,1.029,0.855,0.818,0.956,0.231,0.193,0.836,NA,NA,NA,0.844,0.743,1.136,0.301,0.479,0.629,50202,29000,1.731,0.803,0.44,1.826,0.721,0.609,1.185,0.926,0.675,1.373,0.323,0.388,0.831,0.176,0.525,0.334,0.502,0.087,5.774,0.541,0.755,1.395,NA,NA,NA,NA,NA,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,39,0.944,0.928,0.984,0.606,0.743,1.226,0.882,0.9,1.021,0.821,0.806,0.982,0.198,0.22,1.107,NA,NA,NA,0.83,0.728,1.141,0.367,0.387,0.95,54653,38571,1.417,0.809,0.547,1.48,0.67,0.681,0.984,0.917,0.768,1.194,0.405,0.396,1.023,0.203,0.512,0.396,0.393,0.093,4.235,0.786,0.727,0.924,NA,NA,NA,NA,NA,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,40,0.952,0.952,1,0.576,0.711,1.233,0.865,0.879,1.016,0.804,0.795,0.988,0.184,0.198,1.08,NA,NA,NA,0.82,0.734,1.117,0.383,0.399,0.959,43004,33200,1.295,0.78,0.611,1.276,0.643,0.631,1.018,0.895,0.806,1.111,0.374,0.412,0.908,0.209,0.498,0.419,0.417,0.09,4.649,0.547,0.697,1.274,NA,NA,NA,NA,NA,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,41,0.922,0.904,0.98,0.599,0.735,1.227,0.86,0.89,1.034,0.838,0.813,0.97,0.23,0.215,0.933,NA,NA,NA,0.871,0.613,1.421,0.396,0.362,1.096,53496,41000,1.305,0.729,0.607,1.201,0.661,0.69,0.958,0.901,0.77,1.17,0.388,0.444,0.874,0.182,0.441,0.412,0.431,0.115,3.734,0.61,0.813,1.334,NA,NA,NA,NA,NA,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,42,0.938,0.93,0.992,0.572,0.696,1.217,0.88,0.91,1.033,0.818,0.806,0.986,0.209,0.24,1.145,NA,NA,NA,0.828,0.716,1.156,0.398,0.484,0.823,57846,35440,1.632,0.833,0.568,1.466,0.638,0.587,1.087,0.922,0.751,1.228,0.43,0.423,1.017,0.17,0.496,0.342,0.4,0.081,4.951,0.733,0.717,0.977,NA,NA,NA,NA,NA,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,44,0.951,0.927,0.974,0.604,0.705,1.168,0.867,0.904,1.043,0.769,0.759,0.986,0.239,0.238,0.999,NA,NA,NA,0.795,0.606,1.314,0.384,0.411,0.933,61934,31650,1.957,0.732,0.354,2.067,0.65,0.656,0.991,0.93,0.679,1.37,0.412,0.425,0.969,0.234,0.478,0.489,0.354,0.097,3.64,0.584,0.715,1.225,NA,NA,NA,NA,NA,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,45,0.937,0.922,0.983,0.571,0.678,1.188,0.854,0.893,1.046,0.788,0.76,0.964,0.205,0.221,1.08,NA,NA,NA,0.815,0.688,1.184,0.421,0.422,0.997,56084,33000,1.7,0.847,0.672,1.26,0.618,0.627,0.986,0.927,0.764,1.214,0.352,0.396,0.889,0.212,0.477,0.445,0.436,0.127,3.421,0.667,0.69,1.034,NA,NA,NA,NA,NA,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,46,0.961,0.945,0.984,0.682,0.745,1.093,0.873,0.873,0.999,0.821,0.797,0.97,0.217,0.199,0.915,NA,NA,NA,0.835,0.587,1.423,0.299,0.495,0.603,50040,28000,1.787,0.778,0.332,2.341,0.725,0.604,1.201,0.911,0.61,1.493,0.327,0.425,0.769,0.186,0.469,0.398,0.487,0.106,4.58,0.511,0.741,1.451,NA,NA,NA,NA,NA,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,47,0.95,0.952,1.003,0.575,0.686,1.193,0.846,0.873,1.031,0.801,0.765,0.956,0.206,0.213,1.035,NA,NA,NA,0.795,0.737,1.08,0.407,0.37,1.101,47030,33808,1.391,0.792,0.525,1.508,0.617,0.679,0.909,0.892,0.747,1.193,0.358,0.433,0.828,0.194,0.477,0.408,0.447,0.09,4.969,0.658,0.611,0.928,NA,NA,NA,NA,NA,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,48,0.936,0.94,1.004,0.571,0.744,1.303,0.816,0.845,1.036,0.731,0.726,0.993,0.193,0.221,1.149,NA,NA,NA,0.864,0.593,1.458,0.363,0.407,0.891,59044,34810,1.696,0.775,0.573,1.353,0.666,0.643,1.035,0.92,0.751,1.225,0.387,0.442,0.877,0.188,0.491,0.383,0.424,0.067,6.336,0.621,0.648,1.045,NA,NA,NA,NA,NA,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,49,0.952,0.929,0.976,0.618,0.769,1.244,0.91,0.909,0.998,0.832,0.806,0.968,0.22,0.256,1.163,NA,NA,NA,0.857,0.587,1.46,0.344,0.37,0.93,59304,40000,1.483,0.813,0.604,1.347,0.691,0.704,0.982,0.931,0.788,1.183,0.436,0.419,1.042,0.174,0.485,0.359,0.389,0.096,4.063,0.521,0.742,1.425,NA,NA,NA,NA,NA,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,50,0.957,0.944,0.987,0.657,0.744,1.133,0.906,0.925,1.021,0.863,0.826,0.958,0.301,0.291,0.966,NA,NA,NA,0.848,0.784,1.081,0.333,0.378,0.881,53900,51634,1.044,0.775,0.528,1.469,0.7,0.685,1.021,0.917,0.868,1.056,0.42,0.513,0.819,0.174,0.418,0.417,0.406,0.069,5.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,51,0.954,0.951,0.997,0.592,0.72,1.218,0.89,0.91,1.022,0.845,0.817,0.967,0.274,0.3,1.093,NA,NA,NA,0.864,0.751,1.151,0.371,0.375,0.988,69714,50000,1.394,0.827,0.596,1.388,0.647,0.672,0.962,0.94,0.807,1.165,0.464,0.482,0.963,0.15,0.44,0.341,0.386,0.077,4.979,0.644,0.749,1.163,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,53,0.931,0.925,0.993,0.615,0.734,1.192,0.867,0.881,1.017,0.846,0.814,0.962,0.238,0.272,1.144,NA,NA,NA,0.866,0.687,1.261,0.368,0.397,0.927,57700,44560,1.295,0.731,0.501,1.459,0.676,0.661,1.022,0.902,0.779,1.158,0.408,0.448,0.91,0.169,0.468,0.36,0.424,0.083,5.088,0.678,0.763,1.126,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,54,0.946,0.925,0.977,0.475,0.574,1.209,0.815,0.839,1.029,0.787,0.737,0.937,0.134,0.139,1.036,NA,NA,NA,0.764,0.743,1.029,0.509,0.562,0.906,40000,23600,1.695,0.822,0.413,1.992,0.522,0.528,0.989,0.841,0.56,1.503,0.304,0.37,0.821,0.209,0.569,0.368,0.487,0.06,8.058,0.608,0.625,1.029,NA,NA,NA,NA,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,55,0.952,0.924,0.971,0.654,0.744,1.137,0.892,0.913,1.023,0.83,0.81,0.976,0.222,0.214,0.962,NA,NA,NA,0.856,0.563,1.52,0.333,0.431,0.772,60010,30000,2,0.818,0.388,2.112,0.705,0.652,1.081,0.941,0.682,1.379,0.33,0.407,0.812,0.174,0.481,0.362,0.496,0.112,4.433,0.817,0.826,1.011,NA,NA,NA,NA,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,56,0.96,0.962,1.003,0.633,0.76,1.2,0.892,0.912,1.023,0.877,0.829,0.945,0.184,0.192,1.041,NA,NA,NA,0.872,0.696,1.253,0.33,0.315,1.049,50600,39000,1.297,0.751,0.675,1.113,0.691,0.727,0.95,0.913,0.822,1.11,0.347,0.384,0.906,0.147,0.51,0.289,0.505,0.106,4.752,0.497,0.729,1.466,NA,NA,NA,NA,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,1,0.969,0.955,0.986,0.526,0.671,1.276,0.804,0.86,1.069,0.778,0.745,0.957,0.164,0.176,1.077,NA,NA,NA,0.777,0.724,1.073,0.396,0.498,0.795,55000,27103,2.029,0.862,0.637,1.352,0.621,0.53,1.173,0.893,0.685,1.303,0.34,0.412,0.826,0.145,0.488,0.297,0.515,0.101,5.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,2,0.944,0.914,0.968,0.683,0.759,1.112,0.902,0.916,1.015,0.846,0.833,0.985,0.254,0.217,0.854,NA,NA,NA,0.887,0.723,1.226,0.293,0.394,0.745,72000,50750,1.419,0.733,0.565,1.297,0.737,0.679,1.085,0.93,0.866,1.074,0.373,0.474,0.788,0.218,0.473,0.462,0.408,0.053,7.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,4,0.957,0.939,0.981,0.525,0.712,1.356,0.836,0.876,1.048,0.811,0.789,0.973,0.235,0.249,1.062,NA,NA,NA,0.897,0.621,1.445,0.415,0.413,1.003,55000,36000,1.528,0.811,0.613,1.324,0.615,0.621,0.99,0.927,0.747,1.241,0.414,0.46,0.9,0.203,0.491,0.412,0.383,0.048,7.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,5,0.954,0.941,0.986,0.581,0.698,1.2,0.834,0.865,1.037,0.766,0.76,0.992,0.149,0.156,1.05,NA,NA,NA,0.777,0.707,1.099,0.401,0.371,1.081,44200,30000,1.473,0.781,0.513,1.523,0.626,0.684,0.914,0.87,0.774,1.124,0.345,0.351,0.983,0.125,0.517,0.242,0.53,0.132,4.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,6,0.947,0.94,0.993,0.547,0.719,1.313,0.86,0.876,1.019,0.764,0.747,0.978,0.249,0.27,1.086,NA,NA,NA,0.892,0.631,1.414,0.4,0.406,0.985,68096,47500,1.434,0.702,0.531,1.32,0.625,0.638,0.981,0.916,0.829,1.105,0.424,0.467,0.908,0.199,0.455,0.438,0.377,0.078,4.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,8,0.932,0.941,1.009,0.631,0.784,1.242,0.901,0.9,0.999,0.836,0.839,1.004,0.292,0.316,1.083,NA,NA,NA,0.9,0.648,1.389,0.326,0.367,0.887,68000,42700,1.593,0.813,0.609,1.335,0.708,0.7,1.012,0.933,0.819,1.14,0.462,0.479,0.965,0.193,0.444,0.434,0.345,0.077,4.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,9,0.946,0.948,1.003,0.612,0.704,1.15,0.884,0.915,1.034,0.852,0.836,0.981,0.327,0.312,0.954,NA,NA,NA,0.876,0.722,1.214,0.364,0.427,0.853,77488,43306,1.789,0.833,0.466,1.788,0.657,0.656,1.002,0.939,0.763,1.231,0.488,0.513,0.951,0.18,0.418,0.43,0.332,0.069,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,10,0.958,0.96,1.002,0.611,0.707,1.156,0.902,0.92,1.02,0.835,0.79,0.946,0.228,0.224,0.979,NA,NA,NA,0.831,0.768,1.082,0.368,0.367,1.003,64629,46577,1.388,0.886,0.547,1.62,0.651,0.672,0.97,0.939,0.844,1.113,0.364,0.433,0.84,0.181,0.492,0.367,0.455,0.075,6.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,11,0.93,0.929,0.999,0.631,0.706,1.119,0.82,0.842,1.027,0.805,0.791,0.983,0.42,0.425,1.012,NA,NA,NA,0.969,0.715,1.355,0.236,0.449,0.524,95511,37000,2.581,0.552,0.476,1.159,0.786,0.607,1.296,0.927,0.789,1.175,0.544,0.602,0.903,0.262,0.362,0.724,0.195,0.036,5.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,12,0.957,0.96,1.003,0.546,0.679,1.244,0.875,0.893,1.021,0.824,0.81,0.982,0.209,0.237,1.134,NA,NA,NA,0.876,0.707,1.239,0.43,0.384,1.119,55009,39849,1.38,0.838,0.618,1.355,0.586,0.656,0.893,0.922,0.819,1.125,0.406,0.442,0.92,0.195,0.484,0.403,0.399,0.074,5.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,13,0.947,0.942,0.994,0.629,0.696,1.107,0.862,0.878,1.018,0.82,0.779,0.95,0.231,0.228,0.987,NA,NA,NA,0.834,0.747,1.117,0.365,0.389,0.94,59289,36010,1.646,0.785,0.579,1.356,0.66,0.664,0.994,0.918,0.799,1.149,0.368,0.474,0.775,0.163,0.449,0.364,0.469,0.077,6.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,15,0.986,0.947,0.96,0.59,0.72,1.222,0.902,0.927,1.028,0.841,0.831,0.989,0.276,0.258,0.937,NA,NA,NA,0.916,0.815,1.124,0.294,0.379,0.776,70030,69048,1.014,0.527,0.638,0.826,0.711,0.638,1.115,0.952,0.906,1.052,0.328,0.45,0.728,0.263,0.5,0.526,0.409,0.05,8.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,16,0.957,0.947,0.99,0.643,0.754,1.173,0.891,0.911,1.022,0.814,0.802,0.986,0.187,0.243,1.3,NA,NA,NA,0.844,0.576,1.464,0.332,0.368,0.902,55599,35280,1.576,0.817,0.571,1.431,0.698,0.69,1.011,0.923,0.775,1.192,0.394,0.4,0.984,0.131,0.515,0.255,0.475,0.085,5.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,17,0.951,0.93,0.978,0.581,0.721,1.241,0.866,0.888,1.025,0.804,0.826,1.027,0.243,0.266,1.095,NA,NA,NA,0.87,0.687,1.267,0.373,0.428,0.873,63234,44000,1.437,0.842,0.548,1.537,0.652,0.639,1.021,0.92,0.786,1.172,0.417,0.435,0.957,0.192,0.479,0.401,0.391,0.086,4.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,18,0.942,0.931,0.988,0.607,0.742,1.222,0.862,0.906,1.052,0.808,0.806,0.997,0.198,0.193,0.975,NA,NA,NA,0.824,0.704,1.169,0.363,0.418,0.869,55000,35036,1.57,0.822,0.563,1.459,0.676,0.643,1.053,0.907,0.752,1.206,0.358,0.433,0.827,0.145,0.437,0.331,0.497,0.13,3.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,19,0.954,0.947,0.992,0.674,0.759,1.127,0.884,0.898,1.015,0.85,0.823,0.968,0.218,0.216,0.993,NA,NA,NA,0.864,0.547,1.579,0.314,0.375,0.837,54893,33128,1.657,0.81,0.477,1.699,0.716,0.707,1.012,0.914,0.694,1.318,0.364,0.448,0.813,0.166,0.45,0.368,0.47,0.102,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,20,0.943,0.943,1,0.641,0.764,1.191,0.878,0.895,1.019,0.864,0.844,0.976,0.244,0.275,1.128,NA,NA,NA,0.871,0.755,1.155,0.328,0.391,0.841,56000,38000,1.474,0.771,0.581,1.326,0.704,0.681,1.033,0.907,0.778,1.167,0.37,0.442,0.837,0.19,0.458,0.415,0.44,0.1,4.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,21,0.936,0.916,0.979,0.579,0.658,1.137,0.809,0.836,1.033,0.752,0.735,0.978,0.173,0.15,0.866,NA,NA,NA,0.738,0.801,0.921,0.43,0.383,1.122,43197,35304,1.224,0.756,0.467,1.621,0.611,0.669,0.913,0.829,0.764,1.086,0.318,0.411,0.775,0.169,0.479,0.354,0.512,0.11,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,22,0.952,0.95,0.998,0.552,0.634,1.15,0.818,0.846,1.035,0.791,0.7,0.885,0.185,0.153,0.826,NA,NA,NA,0.806,0.643,1.252,0.419,0.471,0.888,50000,30000,1.667,0.813,0.592,1.374,0.598,0.577,1.038,0.91,0.701,1.298,0.329,0.392,0.839,0.184,0.528,0.35,0.487,0.081,6.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,23,0.953,0.922,0.968,0.589,0.695,1.181,0.869,0.901,1.037,0.837,0.795,0.949,0.224,0.196,0.876,NA,NA,NA,0.82,0.735,1.116,0.397,0.438,0.906,52000,44744,1.162,0.781,0.594,1.315,0.641,0.602,1.065,0.891,0.735,1.213,0.349,0.452,0.772,0.213,0.469,0.455,0.437,0.079,5.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,24,0.953,0.95,0.997,0.598,0.745,1.245,0.89,0.912,1.024,0.83,0.809,0.975,0.326,0.322,0.99,NA,NA,NA,0.853,0.765,1.115,0.361,0.366,0.986,75016,56000,1.34,0.823,0.615,1.338,0.662,0.677,0.979,0.925,0.865,1.069,0.468,0.54,0.866,0.188,0.409,0.46,0.344,0.05,6.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,25,0.956,0.927,0.969,0.612,0.697,1.14,0.893,0.921,1.031,0.829,0.819,0.987,0.305,0.327,1.075,NA,NA,NA,0.857,0.678,1.264,0.374,0.434,0.862,75200,44000,1.709,0.756,0.39,1.938,0.657,0.634,1.036,0.926,0.826,1.121,0.488,0.507,0.963,0.213,0.422,0.505,0.299,0.071,4.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,26,0.932,0.919,0.985,0.581,0.697,1.2,0.853,0.883,1.035,0.831,0.806,0.97,0.204,0.224,1.095,NA,NA,NA,0.834,0.761,1.095,0.399,0.454,0.879,57000,38000,1.5,0.838,0.607,1.382,0.639,0.628,1.018,0.901,0.749,1.203,0.374,0.414,0.903,0.158,0.489,0.323,0.468,0.097,4.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,27,0.967,0.936,0.968,0.684,0.776,1.133,0.925,0.935,1.011,0.862,0.863,1.001,0.282,0.303,1.074,NA,NA,NA,0.883,0.722,1.222,0.299,0.348,0.86,70004,48000,1.458,0.868,0.584,1.487,0.734,0.703,1.043,0.949,0.821,1.157,0.444,0.468,0.949,0.172,0.463,0.372,0.384,0.07,5.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
